fuente,variable,label_dta,aparece_en_anios,descripcion_diccionario,descripcion_final
EAM,C7C4R13,Depreciación acumulada de los activos vendidos -Equipo de informática y comunica,17,NA,Depreciación acumulada de los activos vendidos -Equipo de informática y comunica
EAM,C7C4R14,Valor en libros del año actual -Equipo de informática y comunicación,17,NA,Valor en libros del año actual -Equipo de informática y comunicación
EAM,C7C4R15,Depreciación causada en el año -Equipo de informática y comunicación,17,NA,Depreciación causada en el año -Equipo de informática y comunicación
EAM,C7C4R19,Leasing Financiero -Equipo de informática y comunicación,13,NA,Leasing Financiero -Equipo de informática y comunicación
EAM,C7C4R2,Valor compra de activos - nuevos - Equipo de informática y comunicación,17,NA,Valor compra de activos - nuevos - Equipo de informática y comunicación
EAM,C7C4R3,Valor compra de activos - usados - Equipo de informática y comunicación,17,NA,Valor compra de activos - usados - Equipo de informática y comunicación
EAM,C7C4R4,Costos y gastos de Producidos o construidos para uso propio - Equipo de informát,17,NA,Costos y gastos de Producidos o construidos para uso propio - Equipo de informát
EAM,C7C4R6,Valor causado en el año por la maquinaria en montaje - Equipo de informática y c,17,NA,Valor causado en el año por la maquinaria en montaje - Equipo de informática y c
EAM,C7C4R7, Valor causado por  mejoras y reformas a los activos  - Equipo de informática y,17,NA, Valor causado por  mejoras y reformas a los activos  - Equipo de informática y
EAM,C7C4R8,Total inversiones en activos fijos -Equipo de informática y comunicación,17,NA,Total inversiones en activos fijos -Equipo de informática y comunicación
EAM,C7C5R1,Valor en libros del año anterior -Equipos de oficina,17,NA,Valor en libros del año anterior -Equipos de oficina
EAM,C7C5R10,Valorización  causadas en el año -Equipos de oficina,17,NA,Valorización  causadas en el año -Equipos de oficina
EAM,C7C5R11,Retiros  causados -Equipos de oficina,17,NA,Retiros  causados -Equipos de oficina
EAM,C7C5R12,Valor en libros de los activos vendidos -Equipos de oficina,17,NA,Valor en libros de los activos vendidos -Equipos de oficina
EAM,C7C5R13,Depreciación acumulada de los activos vendidos -Equipos de oficina,17,NA,Depreciación acumulada de los activos vendidos -Equipos de oficina
EAM,C7C5R14,Valor en libros del año actual -Equipos de oficina,17,NA,Valor en libros del año actual -Equipos de oficina
EAM,C7C5R15,Depreciación causada en el año -Equipos de oficina,17,NA,Depreciación causada en el año -Equipos de oficina
EAM,C7C5R19,Leasing Financiero -Equipos de oficina,13,NA,Leasing Financiero -Equipos de oficina
EAM,C7C5R2,Valor compra de activos - nuevos - Equipos de oficina,17,NA,Valor compra de activos - nuevos - Equipos de oficina
EAM,C7C5R3,Valor compra de activos - usados - Equipos de oficina,17,NA,Valor compra de activos - usados - Equipos de oficina
EAM,C7C5R4,Costos y gastos de Producidos o construidos para uso propio - Equipos de oficina,17,NA,Costos y gastos de Producidos o construidos para uso propio - Equipos de oficina
EAM,C7C5R6,Valor causado en el año por la maquinaria en montaje -  Equipos de oficina,17,NA,Valor causado en el año por la maquinaria en montaje -  Equipos de oficina
EAM,C7C5R7, Valor causado por  mejoras y reformas a los activos  - Equipos de oficina,17,NA, Valor causado por  mejoras y reformas a los activos  - Equipos de oficina
EAM,C7C5R8,Total inversiones en activos fijos -Equipos de oficina,17,NA,Total inversiones en activos fijos -Equipos de oficina
EAM,C7C6R11,Retiros  causados -Equipo de transporte,17,NA,Retiros  causados -Equipo de transporte
EAM,C7C6R12,Valor en libros de los activos vendidos -Equipo de transporte,17,NA,Valor en libros de los activos vendidos -Equipo de transporte
EAM,C7C6R13,Depreciación acumulada de los activos vendidos -Equipo de transporte,17,NA,Depreciación acumulada de los activos vendidos -Equipo de transporte
EAM,C7C6R19,Leasing Financiero -Equipo de transporte,13,NA,Leasing Financiero -Equipo de transporte
EAM,C7C6R2,Valor compra de activos - nuevos - Equipo de transporte,17,NA,Valor compra de activos - nuevos - Equipo de transporte
EAM,C7C6R3,Valor compra de activos - usados - Equipo de transporte,17,NA,Valor compra de activos - usados - Equipo de transporte
EAM,C7C6R4,Costos y gastos de Producidos o construidos para uso propio -  Equipo de transpo,17,NA,Costos y gastos de Producidos o construidos para uso propio -  Equipo de transpo
EAM,C7C6R7, Valor causado por  mejoras y reformas a los activos  -  Equipo de transporte,17,NA, Valor causado por  mejoras y reformas a los activos  -  Equipo de transporte
EAM,C7C7R11,Total Retiros  causados,17,NA,Total Retiros  causados
EAM,C7C7R12,Total Valor en libros de los activos vendidos,17,NA,Total Valor en libros de los activos vendidos
EAM,C7C7R13,Total Depreciación acumulada de los activos vendidos,17,NA,Total Depreciación acumulada de los activos vendidos
EAM,C7C7R19,Total Leasing Financiero,13,NA,Total Leasing Financiero
EAM,C7C7R2,Total Valor compra de activos - nuevos,17,NA,Total Valor compra de activos - nuevos
EAM,C7C7R3,Total Valor compra de activos - Usados,17,NA,Total Valor compra de activos - Usados
EAM,C7C7R4,Total Costos y gastos de Producidos o construidos para uso propio,17,NA,Total Costos y gastos de Producidos o construidos para uso propio
EAM,C7C7R5,Total  Valor causado en el año por la maquinaria en montaje,17,NA,Total  Valor causado en el año por la maquinaria en montaje
EAM,C7C7R6,Total Valor causado en el año por la maquinaria en montaje,17,NA,Total Valor causado en el año por la maquinaria en montaje
EAM,C7C7R7,Total  Valor causado por  mejoras y reformas a los activos,17,NA,Total  Valor causado por  mejoras y reformas a los activos
EAM,C7R10C1,Total Valor en libros del año anterior,17,NA,Total Valor en libros del año anterior
EAM,C7R10C2,Total  inversiones en activos fijos,17,NA,Total  inversiones en activos fijos
EAM,C7R10C4,Total Valorización  causadas en el año,17,NA,Total Valorización  causadas en el año
EAM,C7R10C6,Total Valor en libros del año actual,17,NA,Total Valor en libros del año actual
EAM,C7R10C7,Total Depreciación causada en el año,17,NA,Total Depreciación causada en el año
EAM,C7R16C1,Desvalorizaciones causadas en el año- Terrenos,17,NA,Desvalorizaciones causadas en el año- Terrenos
EAM,C7R16C2,Desvalorizaciones causadas en el año- Edificios y estructuras,17,NA,Desvalorizaciones causadas en el año- Edificios y estructuras
EAM,C7R16C3,Desvalorizaciones causadas en el año- Maquinaria y equipo Industrial,17,NA,Desvalorizaciones causadas en el año- Maquinaria y equipo Industrial
EAM,C7R16C4,Desvalorizaciones causadas en el año-Equipo de informática y comunicación,17,NA,Desvalorizaciones causadas en el año-Equipo de informática y comunicación
EAM,C7R16C5,Desvalorizaciones causadas en el año-Equipos de oficina,17,NA,Desvalorizaciones causadas en el año-Equipos de oficina
EAM,C7R16C6,Desvalorizaciones causadas en el año-Equipo de transporte,17,NA,Desvalorizaciones causadas en el año-Equipo de transporte
EAM,C7R16C7,Total Desvalorizaciones causadas en el año actual,17,NA,Total Desvalorizaciones causadas en el año actual
EAM,C7R17C2,Valor de los activos trasladados en el año a otros establecimientos de la empres,17,NA,Valor de los activos trasladados en el año a otros establecimientos de la empres
EAM,C7R17C3,Valor de los activos trasladados en el año a otros establecimientos de la empres,17,NA,Valor de los activos trasladados en el año a otros establecimientos de la empres
EAM,C7R17C4,Valor de los activos trasladados en el año a otros establecimientos de la empres,17,NA,Valor de los activos trasladados en el año a otros establecimientos de la empres
EAM,C7R17C5,Valor de los activos trasladados en el año a otros establecimientos de la empres,17,NA,Valor de los activos trasladados en el año a otros establecimientos de la empres
EAM,C7R17C6,Valor de los activos trasladados en el año a otros establecimientos de la empres,17,NA,Valor de los activos trasladados en el año a otros establecimientos de la empres
EAM,C7R17C7,Total Valor de los activos trasladados en el año a otros establecimientos de la,17,NA,Total Valor de los activos trasladados en el año a otros establecimientos de la
EAM,C7R18C2,Valor de los activos recibidos en el año por traslado de otros establecimientos,17,NA,Valor de los activos recibidos en el año por traslado de otros establecimientos
EAM,C7R18C3,Valor de los activos recibidos en el año por traslado de otros establecimientos,17,NA,Valor de los activos recibidos en el año por traslado de otros establecimientos
EAM,C7R18C4,Valor de los activos recibidos en el año por traslado de otros establecimientos,17,NA,Valor de los activos recibidos en el año por traslado de otros establecimientos
EAM,C7R18C5,Valor de los activos recibidos en el año por traslado de otros establecimientos,17,NA,Valor de los activos recibidos en el año por traslado de otros establecimientos
EAM,C7R18C6,Valor de los activos recibidos en el año por traslado de otros establecimientos,17,NA,Valor de los activos recibidos en el año por traslado de otros establecimientos
EAM,C7R18C7,Total Valor de los activos recibidos en el año por traslado de otros establecimi,17,NA,Total Valor de los activos recibidos en el año por traslado de otros establecimi
EAM,C7R1C1,Valor en libros del año anterior - Terrenos,17,NA,Valor en libros del año anterior - Terrenos
EAM,C7R1C2,Total inversiones en activos fijos - Terrenos,17,NA,Total inversiones en activos fijos - Terrenos
EAM,C7R1C4,Valorización  causadas en el año - Terrenos,17,NA,Valorización  causadas en el año - Terrenos
EAM,C7R1C6,Valor en libros del año actual - Terrenos,17,NA,Valor en libros del año actual - Terrenos
EAM,C7R5C1,Valor en libros del año anterior - Edificios y estructuras,17,NA,Valor en libros del año anterior - Edificios y estructuras
EAM,C7R5C2,Total inversiones en activos fijos - Edificios y estructuras,17,NA,Total inversiones en activos fijos - Edificios y estructuras
EAM,C7R5C4,Valorización  causadas en el año - Edificios y estructuras,17,NA,Valorización  causadas en el año - Edificios y estructuras
EAM,C7R5C6,Valor en libros del año actual - Edificios y estructuras,17,NA,Valor en libros del año actual - Edificios y estructuras
EAM,C7R5C7,Depreciación causada en el año - Edificios y estructuras,17,NA,Depreciación causada en el año - Edificios y estructuras
EAM,C7R6C1,Valor en libros del año anterior - Maquinaria y equipo Industrial,17,NA,Valor en libros del año anterior - Maquinaria y equipo Industrial
EAM,C7R6C2,Total inversiones en activos fijos - Maquinaria y equipo Industrial,17,NA,Total inversiones en activos fijos - Maquinaria y equipo Industrial
EAM,C7R6C4,Valorización  causadas en el año - Maquinaria y equipo Industrial,17,NA,Valorización  causadas en el año - Maquinaria y equipo Industrial
EAM,C7R6C6,Valor en libros del año actual - Maquinaria y equipo Industrial,17,NA,Valor en libros del año actual - Maquinaria y equipo Industrial
EAM,C7R6C7,Depreciación causada en el año - Maquinaria y equipo Industrial,17,NA,Depreciación causada en el año - Maquinaria y equipo Industrial
EAM,C7R8C1,Valor en libros del año anterior -Equipo de transporte,17,NA,Valor en libros del año anterior -Equipo de transporte
EAM,C7R8C2,Total inversiones en activos fijos -Equipo de transporte,17,NA,Total inversiones en activos fijos -Equipo de transporte
EAM,C7R8C4,Valorización  causadas en el año -Equipo de transporte,17,NA,Valorización  causadas en el año -Equipo de transporte
EAM,C7R8C6,Valor en libros del año actual -Equipo de transporte,17,NA,Valor en libros del año actual -Equipo de transporte
EAM,C7R8C7,Depreciación causada en el año -Equipo de transporte,17,NA,Depreciación causada en el año -Equipo de transporte
EAM,CARBONCAUTO,Autogeneración de Carbón coque,16,NA,Autogeneración de Carbón coque
EAM,CARBONCC,Cantidad de Carbón coque,17,NA,Cantidad de Carbón coque
EAM,CARBONCCO,Cogeneración de Carbón coque,16,NA,Cogeneración de Carbón coque
EAM,CARBONCV,Valor de Carbón coque,17,NA,Valor de Carbón coque
EAM,CARBONMAUTO,Autogeneración de Carbón mineral,16,NA,Autogeneración de Carbón mineral
EAM,CARBONMC,Cantidad de Carbón mineral,17,NA,Cantidad de Carbón mineral
EAM,CARBONMCO,Cogeneración de Carbón mineral,16,NA,Cogeneración de Carbón mineral
EAM,CARBONMV,Valor de Carbón mineral,17,NA,Valor de Carbón mineral
EAM,CARBONVAUTO,Autogeneración de Carbón vegetal,16,NA,Autogeneración de Carbón vegetal
EAM,CARBONVC,Cantidad de Carbón vegetal,17,NA,Cantidad de Carbón vegetal
EAM,CARBONVCO,Cogeneración de Carbón vegetal,16,NA,Cogeneración de Carbón vegetal
EAM,CARBONVV,Valor de Carbón vegetal,17,NA,Valor de Carbón vegetal
EAM,CASCAAUTO,Autogeneración de Cascarilla de arroz,16,NA,Autogeneración de Cascarilla de arroz
EAM,CASCAC,Cantidad de Cascarilla de arroz,17,NA,Cantidad de Cascarilla de arroz
EAM,CASCACO,Cogeneración de Cascarilla de arroz,16,NA,Cogeneración de Cascarilla de arroz
EAM,CASCAFAUTO,Autogeneración de Cascarilla de café,16,NA,Autogeneración de Cascarilla de café
EAM,CASCAFC,Cantidad de Cascarilla de café,17,NA,Cantidad de Cascarilla de café
EAM,CASCAFCO,Cogeneración de Cascarilla de café,16,NA,Cogeneración de Cascarilla de café
EAM,CASCAFV,Valor de Cascarilla de café,17,NA,Valor de Cascarilla de café
EAM,CASCAV,Valor de Cascarilla de arroz,17,NA,Valor de Cascarilla de arroz
EAM,CIIU3,CIIU,4,NA,CIIU
EAM,CIIU4,CIIU,12,NA,CIIU
EAM,CIIU_4,CIIU,1,NA,CIIU
EAM,CONSIN,Otros Gastos,17,NA,Otros Gastos
EAM,CONSIN2,Consumo Intermedio,17,NA,Consumo Intermedio
EAM,CONSMATE,Consumo de Materias,17,NA,Consumo de Materias
EAM,DEPRECIA,Depreciación,17,NA,Depreciación
EAM,DIESAUTO,Autogeneración de Diésel Oíl,16,NA,Autogeneración de Diésel Oíl
EAM,DIESC,Cantidad de Diésel Oíl,17,NA,Cantidad de Diésel Oíl
EAM,DIESCO,Cogeneración de Diésel Oíl,16,NA,Cogeneración de Diésel Oíl
EAM,DIESV,Valor de Diésel Oíl,17,NA,Valor de Diésel Oíl
EAM,DPTO,Departamento,17,NA,Departamento
EAM,EELEC,Energía Eléctrica en kw,17,NA,Energía Eléctrica en kw
EAM,FUELAUTO,Autogeneración de Fuel Oíl,16,NA,Autogeneración de Fuel Oíl
EAM,FUELC,Cantidad de Fuel Oíl,17,NA,Cantidad de Fuel Oíl
EAM,FUELCO,Cogeneración de Fuel Oíl,16,NA,Cogeneración de Fuel Oíl
EAM,FUELV,Valor de Fuel Oíl,17,NA,Valor de Fuel Oíl
EAM,GASNAUTO,Autogeneración de Gas natural,16,NA,Autogeneración de Gas natural
EAM,GASNC,Cantidad de Gas natural,17,NA,Cantidad de Gas natural
EAM,GASNCO,Cogeneración de Gas natural,16,NA,Cogeneración de Gas natural
EAM,GASNV,Valor de Gas natural,17,NA,Valor de Gas natural
EAM,GASOLAUTO,Autogeneración de Gasolina,16,NA,Autogeneración de Gasolina
EAM,GASOLC,Cantidad de Gasolina,17,NA,Cantidad de Gasolina
EAM,GASOLCO,Cogeneración de Gasolina,16,NA,Cogeneración de Gasolina
EAM,GASOLV,Valor de Gasolina,17,NA,Valor de Gasolina
EAM,GASPAUTO,Autogeneración de Gas propano - GLP,16,NA,Autogeneración de Gas propano - GLP
EAM,GASPC,Cantidad de Gas propano - GLP,17,NA,Cantidad de Gas propano - GLP
EAM,GASPCO,Cogeneración de Gas propano - GLP,16,NA,Cogeneración de Gas propano - GLP
EAM,GASPV,Valor de Gas propano - GLP,17,NA,Valor de Gas propano - GLP
EAM,INVEBRTA,Inversión Bruta,17,NA,Inversión Bruta
EAM,KEROSAUTO,Autogeneración de Querosén,16,NA,Autogeneración de Querosén
EAM,KEROSC,Cantidad de Querosén,17,NA,Cantidad de Querosén
EAM,KEROSCO,Cogeneración de Querosén,16,NA,Cogeneración de Querosén
EAM,KEROSV,Valor de Querosén,17,NA,Valor de Querosén
EAM,LENAAUTO,Autogeneración de Leña,16,NA,Autogeneración de Leña
EAM,LENAC,Cantidad de Leña,17,NA,Cantidad de Leña
EAM,LENACO,Cogeneración de Leña,16,NA,Cogeneración de Leña
EAM,LENAV,Valor de Leña,17,NA,Valor de Leña
EAM,NORDEMP,Número de Empresa,17,NA,Número de Empresa
EAM,NORDEST,Número de Establecimiento,17,NA,Número de Establecimiento
EAM,PERAPREN,Prestaciones del personal aprendiz,9,NA,Prestaciones del personal aprendiz
EAM,PERIODO,Año,17,NA,Año
EAM,PERSOCU,Personal Permanente,17,NA,Personal Permanente
EAM,PERSOESC,Personal Permanente + Propietarios,17,NA,Personal Permanente + Propietarios
EAM,PERTEM3,Personal Temporal Directo,17,NA,Personal Temporal Directo
EAM,PERTOTAL,Personal Permanente + Propietarios + Personal Temporal Directo + Temporal Empres,17,NA,Personal Permanente + Propietarios + Personal Temporal Directo + Temporal Empres
EAM,PETROAUTO,Autogeneración de Petróleo crudo,16,NA,Autogeneración de Petróleo crudo
EAM,PETROC,Cantidad de Petróleo crudo,17,NA,Cantidad de Petróleo crudo
EAM,PETROCO,Cogeneración de Petróleo crudo,16,NA,Cogeneración de Petróleo crudo
EAM,PETROV,Valor de Petróleo crudo,17,NA,Valor de Petróleo crudo
EAM,PORCON,Porcentaje consumo origen extranjero,7,NA,Porcentaje consumo origen extranjero
EAM,PORCVT,Porcentaje vendido al exterior,16,NA,Porcentaje vendido al exterior
EAM,PPERYTEM,Personal Permanente + Temporal Directo,17,NA,Personal Permanente + Temporal Directo
EAM,PRESPYTE,Prestaciones de Permanente y Temporal Directo,17,NA,Prestaciones de Permanente y Temporal Directo
EAM,PRESSPER,Prestaciones de Permanente,17,NA,Prestaciones de Permanente
EAM,PRODBIND,Producción Industrial,17,NA,Producción Industrial
EAM,PRODBR2,Producción Bruta,17,NA,Producción Bruta
EAM,R1CSAP,Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (Ley 789,17,NA,Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (Ley 789
EAM,R2CSAP,Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (Ley 789,17,NA,Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (Ley 789
EAM,R3CSAP,Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (Ley 789,17,NA,Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (Ley 789
EAM,R4CSAP,Total  Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (,17,NA,Total  Valor del apoyo de sostenimiento causado por los aprendices y pasantes  (
EAM,REMUTEMP,Remuneración empelados temporales,16,NA,Remuneración empelados temporales
EAM,RESPALAUTO,Autogeneración de Residuos de palma,16,NA,Autogeneración de Residuos de palma
EAM,RESPALC,Cantidad de Residuos de palma,17,NA,Cantidad de Residuos de palma
EAM,RESPALCO,Cogeneración de Residuos de palma,16,NA,Cogeneración de Residuos de palma
EAM,RESPALV,Valor de Residuos de palma,17,NA,Valor de Residuos de palma
EAM,SALAPREN,Salarios del personal aprendiz,9,NA,Salarios del personal aprendiz
EAM,SALARPER,Salario de Permanentes,17,NA,Salario de Permanentes
EAM,SALPEYTE,Salario Personal Permanente y Temporal,17,NA,Salario Personal Permanente y Temporal
EAM,TOTALV,Valor total Energéticos,17,NA,Valor total Energéticos
EAM,VALAGRI,Valor Agregado,17,NA,Valor Agregado
EAM,VALORCOM,Valor de la materia prima comprada,17,NA,Valor de la materia prima comprada
EAM,VALORCX,Valor compras de materia prima en el exterior,17,NA,Valor compras de materia prima en el exterior
EAM,VALORVEN,Valor de las ventas,17,NA,Valor de las ventas
EAM,VALQCONS,Valor de la materia prima consumida,8,NA,Valor de la materia prima consumida
EAM,VALVFAB,Valor de la producción,6,NA,Valor de la producción
